product_a,product_b,bucket_start,count,wow_change,z_score
enalapril,sacubitril_valsartan,2015-12-28 00:00:00+00:00,3.0,,
enalapril,sacubitril_valsartan,2016-02-29 00:00:00+00:00,5.0,0.6666666666666666,
enalapril,sacubitril_valsartan,2016-03-14 00:00:00+00:00,1.0,-0.8,
enalapril,sacubitril_valsartan,2016-03-28 00:00:00+00:00,2.0,1.0,
enalapril,sacubitril_valsartan,2016-04-18 00:00:00+00:00,1.0,-0.5,-1.1832159566199232
enalapril,sacubitril_valsartan,2016-04-25 00:00:00+00:00,1.0,0.0,-0.7624928516630234
enalapril,sacubitril_valsartan,2016-05-09 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2016-05-16 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2016-05-30 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2016-06-06 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2016-06-20 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2016-06-27 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2016-07-04 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2016-08-01 00:00:00+00:00,2.0,1.0,
enalapril,sacubitril_valsartan,2016-08-08 00:00:00+00:00,1.0,-0.5,-0.5773502691896258
enalapril,sacubitril_valsartan,2016-08-22 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2016-08-29 00:00:00+00:00,3.0,2.0,4.041451884327381
enalapril,sacubitril_valsartan,2016-09-26 00:00:00+00:00,1.0,-0.6666666666666666,-0.9045340337332909
enalapril,sacubitril_valsartan,2016-10-17 00:00:00+00:00,3.0,2.0,1.7320508075688774
enalapril,sacubitril_valsartan,2016-10-31 00:00:00+00:00,2.0,-0.3333333333333333,0.0
enalapril,sacubitril_valsartan,2016-11-14 00:00:00+00:00,1.0,-0.5,-1.507556722888818
enalapril,sacubitril_valsartan,2016-11-28 00:00:00+00:00,2.0,1.0,0.30151134457776363
enalapril,sacubitril_valsartan,2016-12-12 00:00:00+00:00,1.0,-0.5,-1.414213562373095
enalapril,sacubitril_valsartan,2016-12-19 00:00:00+00:00,2.0,1.0,1.0
enalapril,sacubitril_valsartan,2021-12-27 00:00:00+00:00,1.0,-0.5,-1.0
enalapril,sacubitril_valsartan,2022-01-03 00:00:00+00:00,1.0,0.0,-1.0
enalapril,sacubitril_valsartan,2022-01-10 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2022-01-17 00:00:00+00:00,2.0,1.0,1.7320508075688774
enalapril,sacubitril_valsartan,2022-01-24 00:00:00+00:00,1.0,-0.5,-0.5773502691896258
enalapril,sacubitril_valsartan,2022-01-31 00:00:00+00:00,2.0,1.0,1.7320508075688774
enalapril,sacubitril_valsartan,2022-02-07 00:00:00+00:00,1.0,-0.5,-1.0
enalapril,sacubitril_valsartan,2022-02-14 00:00:00+00:00,1.0,0.0,-1.0
enalapril,sacubitril_valsartan,2022-02-28 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2022-04-18 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2022-04-25 00:00:00+00:00,2.0,1.0,
enalapril,sacubitril_valsartan,2022-05-23 00:00:00+00:00,1.0,-0.5,-0.5773502691896258
enalapril,sacubitril_valsartan,2022-05-30 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2022-06-13 00:00:00+00:00,2.0,1.0,1.7320508075688774
enalapril,sacubitril_valsartan,2022-06-27 00:00:00+00:00,2.0,0.0,1.0
enalapril,sacubitril_valsartan,2022-09-05 00:00:00+00:00,2.0,0.0,1.0
enalapril,sacubitril_valsartan,2022-09-12 00:00:00+00:00,1.0,-0.5,-1.7320508075688774
enalapril,sacubitril_valsartan,2022-09-26 00:00:00+00:00,2.0,1.0,0.5773502691896258
enalapril,sacubitril_valsartan,2022-11-14 00:00:00+00:00,1.0,-0.5,-1.7320508075688774
enalapril,sacubitril_valsartan,2022-12-26 00:00:00+00:00,1.0,0.0,-1.0
enalapril,sacubitril_valsartan,2023-01-02 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2023-01-09 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2023-01-23 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2023-02-13 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2023-02-20 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2023-04-03 00:00:00+00:00,2.0,1.0,
enalapril,sacubitril_valsartan,2023-04-10 00:00:00+00:00,2.0,0.0,1.7320508075688774
enalapril,sacubitril_valsartan,2023-04-24 00:00:00+00:00,1.0,-0.5,-1.0
enalapril,sacubitril_valsartan,2023-05-08 00:00:00+00:00,1.0,0.0,-1.0
enalapril,sacubitril_valsartan,2023-07-03 00:00:00+00:00,1.0,0.0,-1.0
enalapril,sacubitril_valsartan,2023-08-21 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2023-09-25 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2023-11-06 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2023-11-20 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2023-11-27 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2023-12-04 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2024-01-01 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2024-02-26 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2024-04-01 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2024-04-08 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2024-04-22 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2024-06-17 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2024-07-29 00:00:00+00:00,1.0,0.0,
enalapril,sacubitril_valsartan,2024-08-26 00:00:00+00:00,2.0,1.0,
enalapril,sacubitril_valsartan,2024-09-09 00:00:00+00:00,1.0,-0.5,-0.5773502691896258
enalapril,sacubitril_valsartan,2024-09-23 00:00:00+00:00,2.0,1.0,1.7320508075688774
enalapril,sacubitril_valsartan,2024-09-30 00:00:00+00:00,1.0,-0.5,-1.0
enalapril,sacubitril_valsartan,2024-10-14 00:00:00+00:00,1.0,0.0,-1.0
enalapril,sacubitril_valsartan,2024-10-21 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2024-10-28 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2024-11-18 00:00:00+00:00,2.0,1.0,
enalapril,sacubitril_valsartan,2024-12-30 00:00:00+00:00,1.0,-0.5,-0.5773502691896258
enalapril,sacubitril_valsartan,2025-01-06 00:00:00+00:00,2.0,1.0,1.7320508075688774
enalapril,sacubitril_valsartan,2025-01-13 00:00:00+00:00,1.0,-0.5,-1.0
enalapril,sacubitril_valsartan,2025-01-27 00:00:00+00:00,2.0,1.0,1.0
enalapril,sacubitril_valsartan,2025-02-03 00:00:00+00:00,1.0,-0.5,-1.0
enalapril,sacubitril_valsartan,2025-02-10 00:00:00+00:00,3.0,2.0,3.0
enalapril,sacubitril_valsartan,2025-02-17 00:00:00+00:00,4.0,0.3333333333333333,2.7136021011998728
enalapril,sacubitril_valsartan,2025-02-24 00:00:00+00:00,1.0,-0.75,-1.3416407864998738
enalapril,sacubitril_valsartan,2025-03-10 00:00:00+00:00,3.0,2.0,0.5773502691896257
enalapril,sacubitril_valsartan,2025-03-17 00:00:00+00:00,2.0,-0.3333333333333333,-0.6882472016116852
enalapril,sacubitril_valsartan,2025-03-24 00:00:00+00:00,1.0,-0.5,-1.3416407864998738
enalapril,sacubitril_valsartan,2025-03-31 00:00:00+00:00,3.0,2.0,1.507556722888818
enalapril,sacubitril_valsartan,2025-04-07 00:00:00+00:00,1.0,-0.6666666666666666,-1.507556722888818
enalapril,sacubitril_valsartan,2025-04-14 00:00:00+00:00,2.0,1.0,0.30151134457776363
enalapril,sacubitril_valsartan,2025-04-21 00:00:00+00:00,6.0,2.0,5.125692857821981
enalapril,sacubitril_valsartan,2025-04-28 00:00:00+00:00,4.0,-0.3333333333333333,0.5345224838248488
enalapril,sacubitril_valsartan,2025-05-12 00:00:00+00:00,2.0,-0.5,-0.6509445549041194
enalapril,sacubitril_valsartan,2025-05-26 00:00:00+00:00,3.0,0.5,-0.30151134457776363
enalapril,sacubitril_valsartan,2025-06-02 00:00:00+00:00,1.0,-0.6666666666666666,-1.8593393604027364
enalapril,sacubitril_valsartan,2025-06-09 00:00:00+00:00,1.0,0.0,-1.3416407864998738
enalapril,sacubitril_valsartan,2025-06-16 00:00:00+00:00,3.0,2.0,1.507556722888818
enalapril,sacubitril_valsartan,2025-06-23 00:00:00+00:00,1.0,-0.6666666666666666,-1.0
enalapril,sacubitril_valsartan,2025-06-30 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2025-07-07 00:00:00+00:00,1.0,0.0,-0.5773502691896258
enalapril,sacubitril_valsartan,2025-07-14 00:00:00+00:00,2.0,1.0,0.5773502691896258
enalapril,sacubitril_valsartan,2025-07-21 00:00:00+00:00,2.0,0.0,1.7320508075688774
enalapril,sacubitril_valsartan,2025-07-28 00:00:00+00:00,5.0,1.5,7.0
enalapril,sacubitril_valsartan,2025-08-04 00:00:00+00:00,1.0,-0.8,-1.0
enalapril,sacubitril_valsartan,2025-08-11 00:00:00+00:00,2.0,1.0,-0.3333333333333333
enalapril,sacubitril_valsartan,2025-08-18 00:00:00+00:00,3.0,0.5,0.3333333333333333
enalapril,sacubitril_valsartan,2025-08-25 00:00:00+00:00,1.0,-0.6666666666666666,-1.1832159566199232
enalapril,sacubitril_valsartan,2025-09-01 00:00:00+00:00,6.0,5.0,5.125692857821981
enalapril,sacubitril_valsartan,2025-09-08 00:00:00+00:00,2.0,-0.6666666666666666,-0.5345224838248488
enalapril,sacubitril_valsartan,2025-09-15 00:00:00+00:00,2.0,0.0,-0.5345224838248488
enalapril,sacubitril_valsartan,2025-09-22 00:00:00+00:00,4.0,1.0,0.6509445549041194
enalapril,sacubitril_valsartan,2025-10-06 00:00:00+00:00,1.0,-0.75,-1.507556722888818
enalapril,sacubitril_valsartan,2025-10-13 00:00:00+00:00,1.0,0.0,-1.1470786693528088
enalapril,sacubitril_valsartan,2025-10-20 00:00:00+00:00,1.0,0.0,-0.8164965809277261
enalapril,sacubitril_valsartan,2025-10-27 00:00:00+00:00,3.0,2.0,0.9622504486493763
enalapril,sacubitril_valsartan,2025-11-03 00:00:00+00:00,2.0,-0.3333333333333333,0.5773502691896258
enalapril,sacubitril_valsartan,2025-11-10 00:00:00+00:00,1.0,-0.5,-0.9045340337332909
enalapril,sacubitril_valsartan,2025-11-17 00:00:00+00:00,1.0,0.0,-0.9045340337332909
enalapril,sacubitril_valsartan,2025-12-01 00:00:00+00:00,1.0,0.0,-0.9045340337332909
enalapril,sacubitril_valsartan,2025-12-08 00:00:00+00:00,2.0,1.0,1.7320508075688774
